Product url,Brand,Model,Price,Capacity - mAh,Max Discharge A,Num Cells4V,Weight,Current Ah,min Cost,Kwh for Min cost,Chemistry,Voltage,availability,Cost KwH,LowPriceQty,LowPrice,Density W/KG,LC Min Price,LC KwH
https://eu.nkon.nl/tenpower-icr18650-26he-2600mah-10a.html,Tenpower,ICR18650-26HE,1.59,2500.0,10.00,15,47,"2,500.00",23.85,0.13,Li-ion,3.6,Expected shipping date: 29 december 2023 (in 10 days),176.67,Buy 600 times for,1.37,181.56,20.55,152.22
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-32e-3100mah-6-4a-reclaimed.html,Samsung,INR18650-32E,2.19,3100.0,6.40,15,48,"3,100.00",32.85,0.16,Li-ion,3.6,In stock,196.24,Buy 400 times for,1.7,220.44,25.5,152.33
https://eu.nkon.nl/byd-c13-fp44147272p-125ah-prismatic-375a-lifepo4-3-2v-b-grade.html,BYD,C13,66.95,125000.0,375.00,16,3450,375.00,1071.2,6.4,LiFePO4,3.2,In stock,167.38,Buy 32 times for,61.45,115.94,983.2,153.62
https://eu.nkon.nl/eve-c40-40135-20ah-3-2v.html,EVE,C40,11.95,20000.0,60.00,16,374,140.00,191.2,1.02,LiFePO4,3.2,Expected shipping date: 20 december 2023 (tomorrow),186.72,Buy 20 times for,9.99,171.12,159.84,156.09
https://eu.nkon.nl/eve-inr18650-33v-3100mah-10a.html,EVE,INR18650-33V,2.25,3100.0,10.00,15,46,"3,100.00",33.75,0.16,Li-ion,3.6,Out of stock,201.61,Buy 600 times for,1.79,230.03,26.85,160.39
https://eu.nkon.nl/ifr26650pe-3400mah-9-6a-lifepo4-3-2v.html,Real cell,IFR26650PE,1.99,3350.0,9.60,16,85,"3,350.00",31.84,0.17,LiFePO4,3.2,In stock,185.63,Buy 600 times for,1.75,126.12,28.0,163.25
https://eu.nkon.nl/rechargeable/lifepo4/eve-lf105-prismatic-105ah-105a-lifepo4-b-grade.html,EVE,LF105,54.95,105000.0,105.00,16,1980,105.00,879.2,5.38,LiFePO4,3.2,Out of stock,163.54,No offers,54.95,169.7,879.2,163.54
https://eu.nkon.nl/rechargeable/li-ion/inr21700-m58-5800mah-12-5a-reclaimed-rewrap.html,**,INR21700-M58T,4.65,5520.0,12.50,15,72,"5,520.00",69.75,0.28,Li-ion,3.6,In stock,234.0,Buy 200 times for,3.25,261.69,48.75,163.55
https://eu.nkon.nl/samsung-inr18650-35e-reclaimed.html,Samsung,INR18650-35E,2.55,3350.0,8.00,15,49,"3,350.00",38.25,0.17,Li-ion,3.6,In stock,211.44,Buy 400 times for,2.04,233.36,30.6,169.15
https://eu.nkon.nl/rechargeable/li-ion/inr18650mh1-3200mah-6a-2017.html,**,INR18650MH1,1.99,3100.0,6.00,15,48,"3,100.00",29.85,0.16,Li-ion,3.6,In stock,178.32,Buy 100 times for,1.89,220.44,28.35,169.35
https://eu.nkon.nl/rechargeable/li-ion/tenpower-inr18650-32he-3100mah-10a.html,Tenpower,INR18650-32HE,2.35,3050.0,10.00,15,47,"3,050.00",35.25,0.16,Li-ion,3.6,In stock,214.03,Buy 600 times for,1.88,221.5,28.2,171.22
https://eu.nkon.nl/rechargeable/li-ion/sanyo-ncr20700a-3300mah-30a-clear-wrap.html,Sanyo,NCR20700,2.65,3150.0,30.00,15,68,"3,150.00",39.75,0.16,Li-ion,3.6,Out of stock,233.69,Buy 390 times for,1.95,158.12,29.25,171.96
https://eu.nkon.nl/bak-h18650cq-2550mah-10-2a.html,BAK,H18650CQ,1.95,2500.0,10.20,15,48,"2,500.00",29.25,0.13,Li-ion,3.6,In stock,216.67,Buy 200 times for,1.55,177.78,23.25,172.22
https://eu.nkon.nl/eve-inr18650-35v-3500mah-10-2a.html,EVE,INR18650-35V,3.45,3400.0,10.20,15,47,"3,400.00",51.75,0.17,Li-ion,3.6,Out of stock,281.86,Buy 600 times for,2.11,246.92,31.65,172.39
https://eu.nkon.nl/inr18650-mj1-3500mah-10a-reclaimed.html,**,INR18650-MJ1,2.85,3400.0,10.00,15,47,"3,400.00",42.75,0.17,Li-ion,3.6,Out of stock,232.84,Buy 400 times for,2.15,246.92,32.25,175.65
https://eu.nkon.nl/cbak-32140-15ah-lifepo4-3-2v-a-grade.html,CBAK,32140FS,8.45,15000.0,15.00,16,300,140.00,135.2,0.77,LiFePO4,3.2,In stock,176.04,No offers,8.45,160.0,135.2,176.04
https://eu.nkon.nl/rechargeable/li-ion/tenpower-inr21700-50me-5000mah-15a.html,Tenpower,INR21700-50ME,3.99,4950.0,15.00,15,68,"4,950.00",59.85,0.25,Li-ion,3.6,Expected shipping date: 29 december 2023 (in 10 days),223.91,Buy 390 times for,3.15,248.47,47.25,176.77
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-29e-2900mah-productiejaar-2017.html,Samsung,INR18650-29E,2.05,2750.0,8.25,15,45,"2,750.00",30.75,0.14,Li-ion,3.6,In stock,207.07,Buy 600 times for,1.75,208.59,26.25,176.77
https://eu.nkon.nl/lg-inr18650-d2-2950mah-5-9a.html,**,INR18650-D2,1.89,2950.0,5.90,15,49,"2,950.00",28.35,0.15,Li-ion,3.6,In stock,177.97,No offers,1.89,205.5,28.35,177.97
https://eu.nkon.nl/bak-n18650cp-34e-3350mah-6-5a.html,BAK,N18650CP,2.79,3250.0,6.50,15,48,"3,250.00",41.85,0.17,Li-ion,3.6,In stock,238.46,Buy 600 times for,2.13,231.11,31.95,182.05
https://eu.nkon.nl/tenpower-inr18650-28he-2800mah-10a.html,Tenpower,INR18650-28HE,2.75,2760.0,10.00,15,46,"2,760.00",41.25,0.14,Li-ion,3.6,In stock,276.77,Buy 600 times for,1.82,204.8,27.3,183.17
https://eu.nkon.nl/aspilsan-inr18650-a28-2800-mah-15a.html,Aspilsan,A28,2.25,2800.0,25.00,15,45,"2,800.00",33.75,0.14,Li-ion,3.6,In stock,223.21,Buy 600 times for,1.85,212.39,27.75,183.53
https://eu.nkon.nl/eve-inr18650-29v-2800mah-8-4a.html,EVE,INR18650-29V,2.59,2850.0,8.40,15,45,"2,850.00",38.85,0.15,Li-ion,3.6,In stock,252.44,Buy 600 times for,1.89,216.18,28.35,184.21
https://eu.nkon.nl/sanyo-ur18650zm2-2600mah-8a.html,Sanyo,UR18650ZM2,2.15,2420.0,8.00,15,46,"2,420.00",32.25,0.12,Li-ion,3.6,In stock,246.79,Buy 540 times for,1.67,179.57,25.05,191.69
https://eu.nkon.nl/rechargeable/li-ion/inr21700-m50l-4800mah-7-2a-clear-wrap-5428.html,**,INR21700-M50L,3.99,4750.0,14.40,15,70,"4,750.00",59.85,0.24,Li-ion,3.6,In stock,233.33,Buy 260 times for,3.35,231.62,50.25,195.91
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr21700-50e-productiejaar-2021.html,Samsung,INR21700-50E,3.45,4850.0,9.80,15,69,"4,850.00",51.75,0.25,Li-ion,3.6,In stock,197.59,No offers,3.45,239.92,51.75,197.59
https://eu.nkon.nl/sony-ncr18650bl.html,Sanyo,18650,2.45,3250.0,7.00,15,50,7.00,36.75,0.17,Li-ion,3.6,Out of stock,209.4,Buy 540 times for,2.35,221.87,35.25,200.85
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-20r-2000mah-22a-half-wrap.html,Samsung,INR18650-20R,1.75,1950.0,22.00,15,40,"1,950.00",26.25,0.1,Li-ion,3.6,Out of stock,249.29,Buy 100 times for,1.45,166.4,21.75,206.55
https://eu.nkon.nl/jgne-26650-4000mah-12a-lifepo4.html,JGNE,JGCFR26650-4000mAh-3.2V,3.15,3950.0,12.00,16,87,"3,950.00",50.4,0.2,LiFePO4,3.2,Expected shipping date: 29 december 2023 (in 10 days),249.21,Buy 400 times for,2.65,145.29,42.4,209.65
https://eu.nkon.nl/18650he2-imr-battery.html,**,**DBHE21865,2.49,2450.0,20.00,15,45,"2,450.00",37.35,0.13,Li-ion,3.6,In stock,282.31,Buy 600 times for,1.85,185.84,27.75,209.75
https://eu.nkon.nl/eve-inr18650-25p-2500mah-20a.html,EVE,INR18650-25P,2.29,2500.0,20.00,15,45,"2,500.00",34.35,0.13,Li-ion,3.6,Out of stock,254.44,Buy 200 times for,1.89,189.63,28.35,210.0
https://eu.nkon.nl/jgne-htcfr26650-3800mah-11-4a-lifepo4.html,JGNE,26650,2.99,3750.0,11.40,16,88,11.40,47.84,0.19,LiFePO4,3.2,Expected shipping date: 29 december 2023 (in 10 days),249.17,Buy 600 times for,2.55,136.36,40.8,212.5
https://eu.nkon.nl/samsung-inr18650-20r-reclaimed.html,Samsung,INR18650-20R,1.75,1950.0,22.00,15,43,"1,950.00",26.25,0.1,Li-ion,3.6,In stock,249.29,Buy 600 times for,1.5,154.79,22.5,213.68
https://eu.nkon.nl/inr18650mh1-3200mah-3c-battery.html,**,INR18650MH1,3.25,3100.0,6.00,15,48,"3,100.00",48.75,0.16,Li-ion,3.6,In stock,291.22,Buy 600 times for,2.4,220.44,36.0,215.05
https://eu.nkon.nl/eve-lf50k-prismatic-50ah-50a-lifepo4.html,EVE,LF50K,36.99,50000.0,50.00,16,1395,50.00,591.84,2.56,LiFePO4,3.2,Expected shipping date: 16 december 2023 (in -3 days),231.19,Buy 16 times for,35.0,114.7,560.0,218.75
https://eu.nkon.nl/jgne-26650-3600mah-10-2a-lifepo4.html,JGNE,HTCFR26650,3.49,3550.0,10.20,16,87,"3,550.00",55.84,0.18,LiFePO4,3.2,In stock,307.22,Buy 400 times for,2.5,130.57,40.0,220.07
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-25r-2500mah-20a-half-wrap.html,Samsung,INR18650-25R,2.25,2450.0,20.00,15,44,"2,450.00",33.75,0.13,Li-ion,3.6,In stock,255.1,Buy 100 times for,1.95,190.06,29.25,221.09
https://eu.nkon.nl/eve-lf32-prismatic-32ah-lifepo4-b-grade.html,EVE,LF32K,24.99,32000.0,32.00,16,750,32.00,399.84,1.64,LiFePO4,3.2,In stock,244.04,Buy 32 times for,22.9,136.53,366.4,223.63
https://eu.nkon.nl/tenpower-20sg.html,Tenpower,ICR18650-20SG,1.99,1950.0,30.00,15,45,"1,950.00",29.85,0.1,Li-ion,3.6,Expected shipping date: 29 december 2023 (in 10 days),283.48,Buy 400 times for,1.59,147.91,23.85,226.5
https://eu.nkon.nl/tenpower-inr18650-2500mah-20a.html,Tenpower,INR18650-25PG,2.65,2450.0,20.00,15,47,"2,450.00",39.75,0.13,Li-ion,3.6,Expected shipping date: 29 december 2023 (in 10 days),300.45,Buy 400 times for,2.01,177.93,30.15,227.89
https://eu.nkon.nl/samsung-inr18650-35e.html,Samsung,INR18650-35E,3.55,3350.0,8.00,15,49,"3,350.00",53.25,0.17,Li-ion,3.6,Expected shipping date: 16 december 2023 (in -3 days),294.36,Buy 600 times for,2.75,233.36,41.25,228.03
https://eu.nkon.nl/inr18650-mj1.html,**,INR18650-MJ1,3.39,3450.0,10.00,15,47,"3,450.00",50.85,0.18,Li-ion,3.6,Expected shipping date: 12 januari 2024 (in 24 days),272.95,Buy 200 times for,2.86,250.55,42.9,230.27
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr21700-40t-40t3-4000mah-35a-reclaimed.html,Samsung,INR21700-40T,3.85,3900.0,35.00,15,67,"3,900.00",57.75,0.2,Li-ion,3.6,In stock,274.22,Buy 100 times for,3.25,198.69,48.75,231.48
https://eu.nkon.nl/jgne-18650-1800mah-5-4a-lifepo4.html,JGNE,MH48108,1.69,1700.0,5.40,16,42,"1,700.00",27.04,0.09,LiFePO4,3.2,Expected shipping date: 29 december 2023 (in 10 days),310.66,Buy 600 times for,1.26,129.52,20.16,231.62
https://eu.nkon.nl/sanyo-ur1865zl2-2310mah-10a.html,Sanyo,18650,1.95,2310.0,10.00,15,46,10.00,29.25,0.12,Li-ion,3.6,Out of stock,234.49,No offers,1.95,171.41,29.25,234.49
https://eu.nkon.nl/jgne-18650-1600mah-4-8a-lifepo4.html,JGNE,MH48108,1.49,1500.0,4.80,16,46,"1,500.00",23.84,0.08,LiFePO4,3.2,Expected shipping date: 29 december 2023 (in 10 days),310.42,Buy 600 times for,1.14,104.35,18.24,237.5
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-33g-3150-mah-6-5a.html,Samsung,INR18650-33G,2.85,3000.0,6.50,15,48,6.50,42.75,0.15,Li-ion,3.6,Out of stock,263.89,Buy 600 times for,2.58,213.33,38.7,238.89
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr-18650-30q-3000mah-15a-2017.html,Samsung,INR18650-30Q,2.85,2950.0,15.00,15,46,"2,950.00",42.75,0.15,Li-ion,3.6,In stock,268.36,Buy 600 times for,2.55,218.9,38.25,240.11
https://eu.nkon.nl/molicel-inr18650-m35a-3500mah-10a.html,Molicel,INR-18650-M35A,3.45,3350.0,10.00,15,48,"3,350.00",51.75,0.17,Li-ion,3.6,Out of stock,286.07,Buy 600 times for,2.9,238.22,43.5,240.46
https://eu.nkon.nl/bak-n18650cnp-2500mah-20a.html,BAK,N18650CNP,2.89,2400.0,20.00,15,47,"2,400.00",43.35,0.12,Li-ion,3.6,In stock,334.49,Buy 600 times for,2.13,174.3,31.95,246.53
https://eu.nkon.nl/lg-18650hd2-imr-battery.html,**,ICR18650HD2,2.25,1970.0,25.00,15,48,"1,970.00",33.75,0.1,Li-ion,3.6,In stock,317.26,Buy 600 times for,1.75,140.09,26.25,246.76
https://eu.nkon.nl/samsung-inr18650-30q-3000mah-15a-reclaimed.html,Samsung,INR18650-30Q,2.99,2950.0,15.00,15,46,"2,950.00",44.85,0.15,Li-ion,3.6,In stock,281.54,Buy 100 times for,2.65,218.9,39.75,249.53
https://eu.nkon.nl/sinowatt-sw18650-25sp-2550mah-20a.html,Sinowatt,SW18650-25SP,2.75,2500.0,20.00,15,49,"2,500.00",41.25,0.13,Li-ion,3.6,Expected shipping date: 22 december 2023 (in 3 days),305.56,Buy 200 times for,2.25,174.15,33.75,250.0
https://eu.nkon.nl/sinowatt-sw18650-30sp-2900mah-15a.html,Sinowatt,SW18650-30SP,3.25,2900.0,15.00,15,49,"2,900.00",48.75,0.15,Li-ion,3.6,Expected shipping date: 16 december 2023 (in -3 days),311.3,Buy 600 times for,2.65,202.01,39.75,253.83
https://eu.nkon.nl/sanyo-18650ga.html,Sanyo,NCR18650GA,4.35,3350.0,10.00,15,48,"3,350.00",65.25,0.17,Li-ion,3.6,Out of stock,360.7,Buy 495 times for,3.15,238.22,47.25,261.19
https://eu.nkon.nl/panasonic-ncr18650bd-3200mah-10a.html,Panasonic,NCR18650BD,3.55,3030.0,10.00,15,49,"3,030.00",53.25,0.16,Li-ion,3.6,In stock,325.45,Buy 540 times for,2.85,211.07,42.75,261.28
https://eu.nkon.nl/panasonic-ncr18650pf-3-7v-2900mah.html,Panasonic,NCR18650PF,3.25,2850.0,10.00,15,46,"2,850.00",48.75,0.15,Li-ion,3.6,In stock,316.76,Buy 540 times for,2.69,211.48,40.35,262.18
https://eu.nkon.nl/samsung-icr18650-26j3.html,Samsung,ICR18650-26J,2.79,2550.0,10.00,15,44,"2,550.00",41.85,0.13,Li-ion,3.6,Out of stock,303.92,Buy 200 times for,2.41,197.82,36.15,262.53
https://eu.nkon.nl/inr18650m36-3600mah-10a.html,**,**DBM361865,3.89,3400.0,5.00,15,49,"3,400.00",58.35,0.17,Li-ion,3.6,In stock,317.81,Buy 600 times for,3.25,236.84,48.75,265.52
https://eu.nkon.nl/sanyo-ncr18650ga-3350mah-10a-groen.html,Sanyo,NCR18650GA,3.99,3300.0,10.00,15,47,"3,300.00",59.85,0.17,Li-ion,3.6,In stock,335.86,Buy 540 times for,3.2,239.66,48.0,269.36
https://eu.nkon.nl/molicel-inr18650-m35a-3500mah-10a-ztag.html,Molicel,INR-18650-M35A,3.25,3350.0,10.00,15,48,"3,350.00",48.75,0.17,Li-ion,3.6,Out of stock,269.49,No offers,3.25,238.22,48.75,269.49
https://eu.nkon.nl/samsung-18650-inr18650-25r.html,Samsung,INR18650-25R,2.99,2450.0,20.00,15,44,"2,450.00",44.85,0.13,Li-ion,3.6,In stock,339.0,Buy 200 times for,2.44,190.06,36.6,276.64
https://eu.nkon.nl/samsung-inr18650-25r-with-u-tags.html,Samsung,INR18650-25R,2.45,2450.0,20.00,15,44,"2,450.00",36.75,0.13,Li-ion,3.6,Out of stock,277.78,No offers,2.45,190.06,36.75,277.78
https://eu.nkon.nl/panasonic-ncr18650b-made-in-japan-2017.html,Panasonic,NCR18650B,3.75,3250.0,6.70,15,46,"3,250.00",56.25,0.17,Li-ion,3.6,In stock,320.51,Buy 130 times for,3.25,241.16,48.75,277.78
https://eu.nkon.nl/inr18650-f1l-3350mah-4-8a.html,**,**GBF1L1865,3.75,3250.0,4.80,15,43,"3,250.00",56.25,0.17,Li-ion,3.6,Out of stock,320.51,Buy 600 times for,3.33,257.98,49.95,284.62
https://eu.nkon.nl/samsung-inr-18650-30q-3000mah.html,Samsung,INR18650-30Q,3.79,2950.0,15.00,15,46,"2,950.00",56.85,0.15,Li-ion,3.6,In stock,356.87,Buy 200 times for,3.1,218.9,46.5,291.9
https://eu.nkon.nl/sony-murata-us18650vtc5a-2600mah-35a-clear-wrap-reclaimed.html,Sony,18650,2.99,2600.0,35.00,15,48,35.00,44.85,0.13,Li-ion,3.6,In stock,319.44,Buy 600 times for,2.75,184.89,41.25,293.8
