Product url,Brand,Model,Price,Capacity - mAh,Max Discharge A,Num Cells4V,Weight,Current Ah,min Cost,Kwh for Min cost,Chemistry,Voltage,availability,Cost KwH,LowPriceQty,LowPrice,Density W/KG,LC Min Price,LC KwH
https://eu.nkon.nl/eve-lf22k-prismatic-22ah-lifepo4-b-grade.html,EVE,LF22K,21.95,22000.0,66.00,16,628,66.00,351.2,1.13,LiFePO4,3.2,In stock,311.79,Buy 8 times for,20.75,112.1,332.0,294.74
https://eu.nkon.nl/sony-us18650vtc5-flat-top.html,Sony,US18650VTC5,2.99,2500.0,30.00,15,46,"2,500.00",44.85,0.13,Li-ion,3.6,Out of stock,332.22,Buy 600 times for,2.75,185.51,41.25,305.56
https://eu.nkon.nl/sanyo-18650ga-4897.html,Sanyo,NCR18650GA,4.25,3350.0,10.00,15,48,"3,350.00",63.75,0.17,Li-ion,3.6,In stock,352.4,Buy 540 times for,3.78,238.22,56.7,313.43
https://eu.nkon.nl/rechargeable/li-ion/lg-inr21700-m58t-5570mah-12-5a-no-wrap.html,**,INR21700-M58T,6.79,5520.0,12.50,15,73,"5,520.00",101.85,0.28,Li-ion,3.6,Out of stock,341.69,Buy 50 times for,6.45,258.1,96.75,324.58
https://eu.nkon.nl/rechargeable/li-ion/inr21700-m58t-5570mah-12-5a-clear-wrap.html,**,INR21700-M58T,7.05,5520.0,12.50,15,73,"5,520.00",105.75,0.28,Li-ion,3.6,In stock,354.77,Buy 50 times for,6.45,258.1,96.75,324.58
https://eu.nkon.nl/samsung-inr18650-20r.html,Samsung,INR18650-20R,2.75,1950.0,22.00,15,43,22.00,41.25,0.1,Li-ion,3.6,In stock,391.74,Buy 600 times for,2.3,154.79,34.5,327.64
https://eu.nkon.nl/rechargeable/li-ion/lg-inr21700-m58t-5570mah-12-5a-no-wrap-roest.html,**,INR21700-M58T,6.55,5520.0,12.50,15,73,"5,520.00",98.25,0.28,Li-ion,3.6,In stock,329.61,No offers,6.55,258.1,98.25,329.61
https://eu.nkon.nl/rechargeable/li-ion/inr18650-hj2-3000mah-20a.html,**,**ABHG21865,4.45,2950.0,20.00,15,46,"2,950.00",66.75,0.15,Li-ion,3.6,In stock,419.02,Buy 600 times for,3.6,218.9,54.0,338.98
https://eu.nkon.nl/jgne-26650-3000mah-30a-lifepo4.html,JGNE,HTPFR26650,3.95,2900.0,30.00,16,85,"2,900.00",63.2,0.15,LiFePO4,3.2,In stock,425.65,Buy 600 times for,3.15,109.18,50.4,339.44
https://eu.nkon.nl/sony-us18650vtc4-flat-top.html,Sony,US18650VTC4,2.99,2000.0,30.00,15,46,"2,000.00",44.85,0.1,Li-ion,3.6,In stock,415.28,Buy 600 times for,2.45,148.41,36.75,340.28
https://eu.nkon.nl/sony-ncr18650bf.html,Sanyo,NCR18650BF,4.95,3250.0,4.90,15,46,"3,250.00",74.25,0.17,Li-ion,3.6,In stock,423.08,Buy 540 times for,4.0,241.16,60.0,341.88
https://eu.nkon.nl/panasonic-ncr18650pf-3-7v-2900mah-jp.html,Panasonic,NCR18650PF,3.55,2850.0,10.00,15,46,"2,850.00",53.25,0.15,Li-ion,3.6,In stock,346.0,No offers,3.55,211.48,53.25,346.0
https://eu.nkon.nl/sony-murata-us18650vtc5c-2500mah-30a.html,Sony / Murata,US18650VTC5C,3.55,2500.0,30.00,15,46,"2,500.00",53.25,0.13,Li-ion,3.6,Out of stock,394.44,Buy 600 times for,3.15,185.51,47.25,350.0
https://eu.nkon.nl/icr18650he4-2500mah.html,**,**DBHE41865,3.95,2450.0,20.00,15,46,"2,450.00",59.25,0.13,Li-ion,3.6,Out of stock,447.85,Buy 600 times for,3.1,181.8,46.5,351.47
https://eu.nkon.nl/sanyo-18650ga-button-top-3446.html,Sanyo,NCR18650GA,5.95,3350.0,10.00,15,49,"3,350.00",89.25,0.17,Li-ion,3.6,Out of stock,493.37,Buy 360 times for,4.29,233.36,64.35,355.72
https://eu.nkon.nl/molicel-inr18650-p28a-2800mah-35a.html,Molicel,INR-18650-P28A,4.49,2800.0,35.00,15,46,"2,800.00",67.35,0.14,Li-ion,3.6,In stock,445.44,Buy 600 times for,3.65,207.77,54.75,362.1
https://eu.nkon.nl/rechargeable/li-ion/keeppower-27700-5700-mah-protected-10a.html,Keeppower,P2770C,7.5,5500.0,10.00,15,102,"5,500.00",112.5,0.28,Li-ion,3.6,Out of stock,378.79,No offers,7.5,184.05,112.5,378.79
https://eu.nkon.nl/sony-murata-us18650vtc5d-2800mah-25a.html,Sony / Murata,US18650VTC5D,4.39,2700.0,35.00,15,47,"2,700.00",65.85,0.14,Li-ion,3.6,In stock,451.65,Buy 300 times for,3.75,196.09,56.25,385.8
https://eu.nkon.nl/sony-us18650vtc5a-flat-top.html,Sony,US18650VTC5A,4.25,2500.0,35.00,15,48,"2,500.00",63.75,0.13,Li-ion,3.6,In stock,472.22,Buy 600 times for,3.65,177.78,54.75,405.56
https://eu.nkon.nl/panasonic-ncr18650b-made-in-japan.html,Panasonic,NCR18650B,5.25,3250.0,6.70,15,46,"3,250.00",78.75,0.17,Li-ion,3.6,In stock,448.72,Buy 540 times for,4.79,241.16,71.85,409.4
https://eu.nkon.nl/rechargeable/li-ion/sony-murata-us18650-vtc6.html,Sony / Murata,US18650VTC6,5.45,3000.0,30.00,15,48,"3,000.00",81.75,0.15,Li-ion,3.6,In stock,504.63,Buy 200 times for,4.45,213.33,66.75,412.04
https://eu.nkon.nl/samsung-inr18650-29e-2900mah-e6-5343.html,Samsung,INR18650-29E,4.39,2750.0,8.25,15,45,"2,750.00",65.85,0.14,Li-ion,3.6,In stock,443.43,Buy 200 times for,4.14,208.59,62.1,418.18
https://eu.nkon.nl/molicel-p26a-imr18650-2600mah-5a.html,Molicel,INR-18650-P26A,4.6,2500.0,35.00,15,45,"2,500.00",69.0,0.13,Li-ion,3.6,Expected shipping date: 16 december 2023 (in -3 days),511.11,Buy 600 times for,3.85,189.63,57.75,427.78
https://eu.nkon.nl/18650-hg2-without-warning.html,**,**ABHG21865,5.45,2950.0,20.00,15,45,"2,950.00",81.75,0.15,Li-ion,3.6,Out of stock,513.18,Buy 200 times for,4.59,223.76,68.85,432.2
https://eu.nkon.nl/sony-murata-us18650vtc5c-2500mah-30a-5437.html,Sony / Murata,US18650VTC5C,4.1,2500.0,30.00,15,46,"2,500.00",61.5,0.13,Li-ion,3.6,Out of stock,455.56,No offers,4.1,185.51,61.5,455.56
https://eu.nkon.nl/sanyo-18650ga-button-top.html,Sanyo,NCR18650GA,5.95,3350.0,10.00,15,50,"3,350.00",89.25,0.17,Li-ion,3.6,Out of stock,493.37,No offers,5.95,228.69,89.25,493.37
https://eu.nkon.nl/samsung-inr18650-25s-2500mah-25a.html,Samsung,INR18650-25S,4.4,2450.0,25.00,15,45,"2,450.00",66.0,0.13,Li-ion,3.6,In stock,498.87,No offers,4.4,185.84,66.0,498.87
https://eu.nkon.nl/inr18650-mj1-buttontop.html,**,INR18650-MJ1,6.45,3400.0,10.00,15,49,"3,400.00",96.75,0.17,Li-ion,3.6,Out of stock,526.96,No offers,6.45,236.84,96.75,526.96
https://eu.nkon.nl/samsung-inr18650-15m.html,Samsung,INR18650-15M,3.45,1450.0,20.00,15,42,"1,450.00",51.75,0.07,Li-ion,3.6,Out of stock,660.92,Buy 600 times for,2.85,117.84,42.75,545.98
https://eu.nkon.nl/jgne-18650-1100mah-33a-lifepo4.html,JGNE,18650,2.25,1050.0,33.00,16,40,33.00,36.0,0.05,LiFePO4,3.2,In stock,669.64,Buy 600 times for,1.95,84.0,31.2,580.36
https://eu.nkon.nl/sony-us18650vtc4-button-top.html,Sony,US18650VTC4,4.75,2000.0,30.00,15,47,"2,000.00",71.25,0.1,Li-ion,3.6,Out of stock,659.72,Buy 50 times for,4.25,145.25,63.75,590.28
https://eu.nkon.nl/yinlong-66160h-40ah-lto-400a-2-3v.html,Yinlong,66160H,54.95,40000.0,400.00,23,1250,210.00,1263.85,2.05,LTO,2.3,Out of stock,597.28,No offers,54.95,71.23,1263.85,597.28
https://eu.nkon.nl/hb2-1500mah-30a-u-tag.html,**,**DAHB21865,3.05,1400.0,30.00,15,44,"1,400.00",45.75,0.07,Li-ion,3.6,Out of stock,605.16,No offers,3.05,108.61,45.75,605.16
https://eu.nkon.nl/xtar-18650-3300mah-protected-10a.html,Xtar,18650,7.95,3300.0,10.00,15,51,10.00,119.25,0.17,Li-ion,3.6,Out of stock,669.19,Buy 20 times for,7.25,220.86,108.75,610.27
https://eu.nkon.nl/molicel-inr18650-p26a-2600mah-35a-button-top.html,Molicel,INR-18650-P26A,5.95,2600.0,35.00,15,51,"2,600.00",89.25,0.13,Li-ion,3.6,Out of stock,635.68,No offers,5.95,174.01,89.25,635.68
https://eu.nkon.nl/molicel-inr18650-p30b-3000mah-30a.html,Molicel,INR18650-P30B,7.45,2900.0,30.00,15,47,"2,900.00",111.75,0.15,Li-ion,3.6,Out of stock,713.6,Buy 600 times for,6.65,210.61,99.75,636.97
https://eu.nkon.nl/sony-konion-us18650vtc6-3120mah-30a-met-button-top.html,Sony,US18650VTC6,6.95,3000.0,30.00,15,48,"3,000.00",104.25,0.15,Li-ion,3.6,In stock,643.52,No offers,6.95,213.33,104.25,643.52
https://eu.nkon.nl/samsung-icr18650-22p.html,Samsung,ICR18650-22P,4.75,2050.0,10.00,15,44,"2,050.00",71.25,0.1,Li-ion,3.6,In stock,643.63,No offers,4.75,159.03,71.25,643.63
https://eu.nkon.nl/samsung-inr-18650-30q-3000mah-button-top.html,Samsung,INR18650-30Q,6.95,2950.0,15.00,15,47,"2,950.00",104.25,0.15,Li-ion,3.6,Out of stock,654.43,No offers,6.95,214.24,104.25,654.43
https://eu.nkon.nl/hb2-1500mah-30a.html,**,**DAHB21865,3.65,1400.0,30.00,15,44,"1,400.00",54.75,0.07,Li-ion,3.6,In stock,724.21,Buy 100 times for,3.3,108.61,49.5,654.76
https://eu.nkon.nl/sony-konion-us18650vtc5-2600mah-30a-met-button-top.html,Sony,US18650VTC5,5.95,2500.0,30.00,15,47,"2,500.00",89.25,0.13,Li-ion,3.6,Out of stock,661.11,No offers,5.95,181.56,89.25,661.11
https://eu.nkon.nl/xtar-18650-2600mah-protected.html,Xtar,18650,6.95,2550.0,5.20,15,47,5.20,104.25,0.13,Li-ion,3.6,In stock,757.08,Buy 20 times for,6.45,185.19,96.75,702.61
https://eu.nkon.nl/molicel-inr18650-p28a-2800mah-35a-button-top.html,Molicel,INR-18650-P28A,7.49,2800.0,35.00,15,51,"2,800.00",112.35,0.14,Li-ion,3.6,Out of stock,743.06,No offers,7.49,187.4,112.35,743.06
https://eu.nkon.nl/keeppower-18650-2900mah.html,Keeppower,P1829J,9.45,2850.0,8.00,15,55,"2,850.00",141.75,0.15,Li-ion,3.6,In stock,921.05,Buy 100 times for,7.75,176.87,116.25,755.36
https://eu.nkon.nl/keeppower-18650-3500-li-ion-flat-top.html,Keeppower,P1835J,11.45,3450.0,10.00,15,50,"3,450.00",171.75,0.18,Li-ion,3.6,In stock,921.9,Buy 90 times for,9.45,235.52,141.75,760.87
https://eu.nkon.nl/nitecore-18650-nl1823-2300mah-2a.html,Nitecore,NL1823,7.75,2250.0,2.00,15,48,"2,250.00",116.25,0.12,Li-ion,3.6,In stock,956.79,Buy 200 times for,6.25,160.0,93.75,771.6
https://eu.nkon.nl/samsung-18650-inr18650-25r-button-top.html,Samsung,INR18650-25R,6.95,2450.0,20.00,15,48,"2,450.00",104.25,0.13,Li-ion,3.6,Out of stock,787.98,No offers,6.95,174.22,104.25,787.98
https://eu.nkon.nl/keeppower-18650-2600-li-ion.html,Keeppower,P1826K,7.25,2550.0,5.20,15,53,"2,550.00",108.75,0.13,Li-ion,3.6,In stock,789.76,No offers,7.25,164.23,108.75,789.76
https://eu.nkon.nl/everactive-micro-usb-18650-3200mah-protected-7a.html,Everactive,3200 series,8.95,3050.0,7.00,15,92,"3,050.00",134.25,0.16,Li-ion,3.6,In stock,815.12,No offers,8.95,113.16,134.25,815.12
https://eu.nkon.nl/nitecore-18650-nl1834r-usb-3400mah-30.html,Nitecore,NL1834R,9.95,3350.0,2.00,15,48,"3,350.00",149.25,0.17,Li-ion,3.6,In stock,825.04,No offers,9.95,238.22,149.25,825.04
https://eu.nkon.nl/a123-systems-anr26650m1b-a-grade-3-3v-a-grade.html,Lithium Werks (A123 systems),ANR26650,7.95,2500.0,50.00,16,76,"2,500.00",127.2,0.13,LiFePO4,3.2,In stock,993.75,Buy 200 times for,6.65,105.26,106.4,831.25
https://eu.nkon.nl/rechargeable/li-ion/keeppower-17500-1200mah-protected-3-4a.html,Keeppower,P1750C,4.95,1150.0,2.40,15,29,2.40,74.25,0.06,Li-ion,3.6,Out of stock,1195.65,Buy 200 times for,3.95,135.36,59.25,954.11
https://eu.nkon.nl/nitecore-18650-nl1826r-usb-2600mah-30a.html,Nitecore,NL1826R,8.95,2550.0,5.00,15,48,"2,550.00",134.25,0.13,Li-ion,3.6,In stock,974.95,No offers,8.95,181.33,134.25,974.95
https://eu.nkon.nl/rechargeable/li-ion/keeppower-16650-2500mah-protected-7a.html,Keeppower,P1665J,8.75,2450.0,4.00,15,41,"2,450.00",131.25,0.13,Li-ion,3.6,Out of stock,992.06,No offers,8.75,203.97,131.25,992.06
https://eu.nkon.nl/sony-konion-us18650vtc5a-2600mah-35a-met-button-top.html,Sony,US18650VTC5A,8.95,2500.0,35.00,15,49,"2,500.00",134.25,0.13,Li-ion,3.6,In stock,994.44,No offers,8.95,174.15,134.25,994.44
https://eu.nkon.nl/xtar-18650-3500-protected-10a.html,Xtar,18650,13.95,3450.0,10.00,15,51,10.00,209.25,0.18,Li-ion,3.6,In stock,1123.19,Buy 20 times for,12.45,230.9,186.75,1002.42
https://eu.nkon.nl/nitecore-18650-nl1832-3200mah-30a.html,Nitecore,NL1832,14.95,3150.0,2.00,15,48,"3,150.00",224.25,0.16,Li-ion,3.6,In stock,1318.34,Buy 100 times for,11.95,224.0,179.25,1053.79
https://eu.nkon.nl/kraftmax-18650-3400mah-usb.html,Unbranded,18650,13.45,3400.0,3.40,15,50,3.40,201.75,0.17,Li-ion,3.6,In stock,1098.86,No offers,13.45,232.11,201.75,1098.86
https://eu.nkon.nl/rechargeable/li-ion/vapcell-18350-1100-10a.html,Vapcell,INR18350,4.45,1100.0,10.00,15,25,"1,100.00",66.75,0.06,Li-ion,3.6,Expected shipping date: 22 december 2023 (in 3 days),1123.74,No offers,4.45,150.19,66.75,1123.74
https://eu.nkon.nl/rechargeable/li-ion/keeppower-14650-1100mah-protected-3a.html,Keeppower,P1465C,4.95,950.0,3.00,15,28,3.00,74.25,0.05,Li-ion,3.6,In stock,1447.37,Buy 200 times for,3.95,115.81,59.25,1154.97
https://eu.nkon.nl/nitecore-18650-nl1834-3400mah-protected-4a.html,Nitecore,NL1834,15.95,3350.0,4.00,15,46,"3,350.00",239.25,0.17,Li-ion,3.6,In stock,1322.55,Buy 60 times for,13.95,248.58,209.25,1156.72
https://eu.nkon.nl/nitecore-nl18650d-3100mah-30a.html,Nitecore,NL18650D,15.95,3050.0,10.00,15,46,"3,050.00",239.25,0.16,Li-ion,3.6,Out of stock,1452.64,Buy 100 times for,12.95,226.32,194.25,1179.42
https://eu.nkon.nl/rechargeable/li-ion/eagletac-17650.html,EagleTac,17650,6.75,1550.0,3.00,15,37,3.00,101.25,0.08,Li-ion,3.6,In stock,1209.68,No offers,6.75,142.99,101.25,1209.68
https://eu.nkon.nl/nitecore-18650-nl1835-3500mah-5a.html,Nitecore,NL1835,18.95,3450.0,4.00,15,46,"3,450.00",284.25,0.18,Li-ion,3.6,In stock,1525.76,Buy 100 times for,15.95,256.0,239.25,1284.22
https://eu.nkon.nl/rechargeable/li-ion/kp-18350-900.html,Keeppower,P1835C,3.95,850.0,4.30,15,26,850.00,59.25,0.04,Li-ion,3.6,In stock,1290.85,No offers,3.95,111.59,59.25,1290.85
https://eu.nkon.nl/rechargeable/li-ion/keeppower-imr-18350-1200mah-10a-2898.html,Keeppower,UH1835P,5.75,1100.0,10.00,15,25,"1,100.00",86.25,0.06,Li-ion,3.6,Out of stock,1452.02,Buy 100 times for,5.25,150.19,78.75,1325.76
https://eu.nkon.nl/nitecore-18650-nl1835r-usb-3500mah-4a.html,Nitecore,NL1835R,16.95,3450.0,5.00,15,50,"3,450.00",254.25,0.18,Li-ion,3.6,In stock,1364.73,No offers,16.95,235.52,254.25,1364.73
https://eu.nkon.nl/rechargeable/li-ion/eagletac-18350-1300mah-protected-10a.html,EagleTac,18350,7.45,1250.0,10.00,15,26,10.00,111.75,0.06,Li-ion,3.6,Out of stock,1655.56,Buy 160 times for,6.25,164.1,93.75,1388.89
https://eu.nkon.nl/rechargeable/li-ion/enerpower-18350-imr-limn-700mah-flat-top-battery.html,Enercig,TN18350HP,3.45,650.0,14.00,15,23,650.00,51.75,0.03,Li-ion,3.6,In stock,1474.36,No offers,3.45,96.46,51.75,1474.36
https://eu.nkon.nl/nitecore-18650-nl1835hp-3500mah-8a.html,Nitecore,NL1835HP,20.95,3450.0,8.00,15,50,"3,450.00",314.25,0.18,Li-ion,3.6,In stock,1686.8,Buy 100 times for,18.45,235.52,276.75,1485.51
https://eu.nkon.nl/2x-keeppower-18650-3200mah-protected-8a-usb.html,Keeppower,P1832U,16.95,3150.0,8.00,15,60,"3,150.00",254.25,0.16,Li-ion,3.6,In stock,1494.71,No offers,16.95,179.2,254.25,1494.71
https://eu.nkon.nl/rechargeable/li-ion/kp-imr18350-750.html,Keeppower,UH1835,3.95,700.0,8.00,15,21,700.00,59.25,0.04,Li-ion,3.6,In stock,1567.46,No offers,3.95,113.78,59.25,1567.46
https://eu.nkon.nl/rechargeable/li-ion/keeppower-14430.html,Keeppower,P1443C,4.25,600.0,4.00,15,19,600.00,63.75,0.03,Li-ion,3.6,In stock,1967.59,Buy 200 times for,3.45,107.79,51.75,1597.22
https://eu.nkon.nl/rechargeable/li-ion/keeppower-imr-18350-1200mah-10a.html,Keeppower,P1835C2,6.75,1100.0,10.00,15,26,"1,100.00",101.25,0.06,Li-ion,3.6,In stock,1704.55,No offers,6.75,144.41,101.25,1704.55
https://eu.nkon.nl/2x-keeppower-18650-3500mah-protected-8a-usb.html,Keeppower,P1835U,20.95,3300.0,8.00,15,96,"3,300.00",314.25,0.17,Li-ion,3.6,In stock,1763.47,No offers,20.95,117.33,314.25,1763.47
https://eu.nkon.nl/olight-18650-3500mah-accu-voor-m2r-x7.html,Olight,ORB-186S35,23.95,3450.0,10.00,15,47,"3,450.00",359.25,0.18,Li-ion,3.6,In stock,1928.34,No offers,23.95,250.55,359.25,1928.34
https://eu.nkon.nl/olight-18650-3500mah-s30riii.html,Olight,ORB-186C35,23.95,3450.0,10.00,15,47,"3,450.00",359.25,0.18,Li-ion,3.6,Out of stock,1928.34,No offers,23.95,250.55,359.25,1928.34
https://eu.nkon.nl/rechargeable/li-ion/lir2450-knoopcel-120mah.html,Unbranded,LIR2450,2.75,120.0,Not set,15,6,24.00,41.25,0.01,Li-ion,3.599555,In stock,6366.53,Buy 1000 times for,0.85,68.27,12.75,1967.84
https://eu.nkon.nl/rechargeable/li-ion/xtar-16340-650mah-protected.html,Xtar,16340 / 123A,4.95,600.0,1.20,15,19,1.20,74.25,0.03,Li-ion,3.6,In stock,2291.67,Buy 100 times for,4.45,107.79,66.75,2060.19
https://eu.nkon.nl/rechargeable/li-ion/olight-rcr123a-550mah.html,Olight,RCR123A,7.95,500.0,2.00,15,16,500.00,119.25,0.03,Li-ion,3.6,In stock,4416.67,No offers,7.95,106.67,119.25,4416.67
https://eu.nkon.nl/rechargeable/li-ion/ml2032.html,Maxell,ML2032,2.95,65.0,Not set,15,3,20.00,44.25,0.0,Li-ion,3.599555,In stock,12608.4,No offers,2.95,73.96,44.25,12608.4
https://eu.nkon.nl/rechargeable/li-ion/maxell-ml2032-1hfn.html,Maxell,ML2032-1HFN,3.95,65.0,Not set,15,3,20.00,59.25,0.0,Li-ion,3.599555,In stock,16882.43,No offers,3.95,73.96,59.25,16882.43
https://eu.nkon.nl/rechargeable/li-ion/panasonic-vl3032-1f2-z-tag.html,Panasonic,VL3032-1F2,6.25,100.0,Not set,15,7,30.00,93.75,0.01,Li-ion,3.599555,In stock,17363.26,No offers,6.25,48.76,93.75,17363.26
https://eu.nkon.nl/rechargeable/li-ion/maxell-ml2016-3v.html,Maxell,ML2016,3.5,25.0,Not set,15,2,20.00,52.5,0.0,Li-ion,3.599555,In stock,38893.7,Buy 50 times for,2.75,42.67,41.25,30559.33
https://eu.nkon.nl/rechargeable/li-ion/fdk-ml1220-3v.html,Panasonic,ML1220,2.49,17.0,Not set,15,1,12.50,37.35,0.0,Li-ion,3.599555,Out of stock,40691.3,Buy 100 times for,1.95,58.03,29.25,31866.68
https://eu.nkon.nl/rechargeable/li-ion/panasonic-vl2020-20mah.html,Panasonic,VL2020-1VCE,2.95,20.0,Not set,15,3,2.00,44.25,0.0,Li-ion,3.599555,In stock,40977.29,No offers,2.95,22.76,44.25,40977.29
https://eu.nkon.nl/rechargeable/li-ion/panasonic-vl2020-wr-met-stekker.html,Panasonic,VL2020-WR,5.95,20.0,Not set,15,4,20.00,89.25,0.0,Li-ion,3.599555,In stock,82649.11,No offers,5.95,17.07,89.25,82649.11
https://eu.nkon.nl/rechargeable/li-ion/panasonic-mt920-1-5v.html,Panasonic,MT920,3.25,5.0,Not set,15,2,9.50,48.75,0.0,Li-ion,3.599555,In stock,180577.88,No offers,3.25,8.53,48.75,180577.88
https://eu.nkon.nl/rechargeable/li-ion/seiko-ms614-u-tag.html,Seiko,MS614,2.25,3.4,Not set,15,1,1.40,33.75,0.0,Li-ion,3.599555,In stock,183846.25,No offers,2.25,11.61,33.75,183846.25
