Product url,Brand,Model,Price,Capacity - mAh,Max Discharge A,Num Cells4V,Weight,Current Ah,min Cost,Kwh for Min cost,Chemistry,Voltage,availability,Cost KwH,LowPriceQty,LowPrice,LC Min Price,LC KwH
https://eu.nkon.nl/tb-33138-he-15ah-30a-lifepo4-3-2v.html,Topband,32140FS,7.45,15000.0,30.00,16,300,140.00,119.2,0.77,LIFEPO4,3.2,Out of stock,155.21,Buy 16 times for,6.99,111.84,145.62
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-32e-3100mah-6-4a-reclaimed.html,Samsung,INR18650-32E,2.19,3100.0,6.40,15,48,"3,100.00",32.85,0.16,Li-ion,3.6,In stock,196.24,Buy 400 times for,1.7,25.5,152.33
https://eu.nkon.nl/calb-l148f88a-prismatic-88ah-lifepo4-3-2v-b-grade.html,Calb,L148F88A,45.95,88000.0,88.00,16,1620,88.00,735.2,4.51,LIFEPO4,3.2,Out of stock,163.17,Buy 16 times for,42.9,686.4,152.34
https://eu.nkon.nl/eve-c40-40135-20ah-3-2v.html,EVE,C40,11.95,20000.0,60.00,16,374,140.00,191.2,1.02,LIFEPO4,3.2,Expected shipping date: 13 december 2023 (in 35 days),186.72,Buy 20 times for,9.99,159.84,156.09
https://eu.nkon.nl/rechargeable/lifepo4/eve-lf105-prismatic-105ah-105a-lifepo4-b-grade.html,EVE,LF105,54.95,105000.0,105.00,16,1980,105.00,879.2,5.38,LIFEPO4,3.2,Out of stock,163.54,No offers,54.95,879.2,163.54
https://eu.nkon.nl/byd-c13-fp44147272p-125ah-prismatic-375a-lifepo4-3-2v-b-grade.html,BYD,C13,71.95,125000.0,375.00,16,3450,375.00,1151.2,6.4,LIFEPO4,3.2,In stock,179.88,Buy 32 times for,65.95,1055.2,164.88
https://eu.nkon.nl/bak-n18650cp-3350mah-6-5a.html,BAK,N18650CP,1.99,3250.0,6.50,15,48,"3,250.00",29.85,0.17,Li-ion,3.6,Out of stock,170.09,No offers,1.99,29.85,170.09
https://eu.nkon.nl/samsung-inr21700-50g-clear.html,Samsung,INR21700-50G,3.75,4800.0,9.80,15,75,"4,800.00",56.25,0.25,Li-ion,3.6,Expected shipping date: 25 november 2023 (in 17 days),217.01,Buy 390 times for,2.95,44.25,170.72
https://eu.nkon.nl/rechargeable/li-ion/tenpower-inr18650-32he-3100mah-10a.html,Tenpower,INR18650-32HE,2.35,3050.0,10.00,15,47,"3,050.00",35.25,0.16,Li-ion,3.6,In stock,214.03,Buy 600 times for,1.88,28.2,171.22
https://eu.nkon.nl/rechargeable/li-ion/sanyo-ncr20700a-3300mah-30a-clear-wrap.html,Sanyo,NCR20700,2.65,3150.0,30.00,15,68,"3,150.00",39.75,0.16,Li-ion,3.6,In stock,233.69,Buy 390 times for,1.95,29.25,171.96
https://eu.nkon.nl/ifr26650pe-3400mah-9-6a-lifepo4-3-2v.html,Real cell,IFR26650PE,2.15,3350.0,9.60,16,85,"3,350.00",34.4,0.17,LIFEPO4,3.2,In stock,200.56,Buy 600 times for,1.85,29.6,172.57
https://eu.nkon.nl/samsung-inr21700-30t-3000mah-35a-clear-wrap-reclaimed.html,Samsung,INR21700-30T,2.25,2950.0,35.00,15,68,"2,950.00",33.75,0.15,Li-ion,3.6,In stock,211.86,Buy 400 times for,1.85,27.75,174.2
https://eu.nkon.nl/cbak-32140-15ah-lifepo4-3-2v-a-grade.html,CBAK,32140FS,8.45,15000.0,15.00,16,300,140.00,135.2,0.77,LIFEPO4,3.2,Expected shipping date: 1 december 2023 (in 23 days),176.04,No offers,8.45,135.2,176.04
https://eu.nkon.nl/rechargeable/li-ion/tenpower-inr21700-50me-5000mah-15a.html,Tenpower,INR21700-50ME,3.99,4950.0,15.00,15,68,"4,950.00",59.85,0.25,Li-ion,3.6,Out of stock,223.91,Buy 390 times for,3.15,47.25,176.77
https://eu.nkon.nl/rechargeable/li-ion/inr18650mh1-3200mah-6a-2017.html,**,INR18650MH1,2.35,3100.0,6.00,15,48,"3,100.00",35.25,0.16,Li-ion,3.6,Out of stock,210.57,Buy 600 times for,1.99,29.85,178.32
https://eu.nkon.nl/e-stream-inr18650-29e-2900mah-4-8a.html,DMEGC,18650,2.15,2750.0,4.80,15,45,4.80,32.25,0.14,Li-ion,3.6,Out of stock,217.17,Buy 600 times for,1.79,26.85,180.81
https://eu.nkon.nl/tenpower-inr18650-28he-2800mah-10a.html,Tenpower,INR18650-28HE,2.75,2760.0,10.00,15,46,"2,760.00",41.25,0.14,Li-ion,3.6,In stock,276.77,Buy 600 times for,1.82,27.3,183.17
https://eu.nkon.nl/eve-inr18650-29v-2800mah-8-4a.html,EVE,INR18650-29V,2.59,2850.0,8.40,15,45,"2,850.00",38.85,0.15,Li-ion,3.6,Out of stock,252.44,Buy 600 times for,1.91,28.65,186.16
https://eu.nkon.nl/bak-n21700cg-5000mah-10-2a.html,BAK,N21700CG-50,3.89,4900.0,10.20,15,69,"4,900.00",58.35,0.25,Li-ion,3.6,Out of stock,220.52,Buy 600 times for,3.29,49.35,186.51
https://eu.nkon.nl/inr18650-m29-2850mah-10a.html,**,INR18650M29,2.65,2750.0,10.00,15,48,"2,750.00",39.75,0.14,Li-ion,3.6,In stock,267.68,Buy 600 times for,1.85,27.75,186.87
https://eu.nkon.nl/sinowatt-sw18650-34mp-3250mah-3-25a.html,Sinowatt,SW18650-34MP,2.49,3250.0,3.25,15,49,"3,250.00",37.35,0.17,Li-ion,3.6,Out of stock,212.82,Buy 200 times for,2.19,32.85,187.18
https://eu.nkon.nl/samsung-inr21700-48x-4650mah-9-6a-clear.html,Samsung,21700,3.85,4650.0,9.60,15,69,9.60,57.75,0.24,Li-ion,3.6,In stock,229.99,Buy 390 times for,3.15,47.25,188.17
https://eu.nkon.nl/sanyo-ncr2070c-3500mah-30a.html,Sanyo,20700,3.45,3500.0,30.00,15,60,30.00,51.75,0.18,Li-ion,3.6,In stock,273.81,Buy 250 times for,2.39,35.85,189.68
https://eu.nkon.nl/bak-n18650cl-2900mah-8-25a.html,BAK,N18650CL-29,2.65,2800.0,8.25,15,48,"2,800.00",39.75,0.14,Li-ion,3.6,In stock,262.9,Buy 200 times for,1.92,28.8,190.48
https://eu.nkon.nl/sanyo-ur18650zm2-2600mah-8a.html,Sanyo,UR18650ZM2,2.15,2420.0,8.00,15,46,"2,420.00",32.25,0.12,Li-ion,3.6,In stock,246.79,Buy 540 times for,1.67,25.05,191.69
https://eu.nkon.nl/eve-lf50k-prismatic-50ah-50a-lifepo4-b-grade.html,EVE,LF50K,33.95,50000.0,50.00,16,1395,50.00,543.2,2.56,LIFEPO4,3.2,Out of stock,212.19,Buy 16 times for,31.1,497.6,194.37
https://eu.nkon.nl/samsung-inr18650-35e-reclaimed.html,Samsung,INR18650-35E,2.95,3350.0,8.00,15,49,"3,350.00",44.25,0.17,Li-ion,3.6,In stock,244.61,Buy 400 times for,2.35,35.25,194.86
https://eu.nkon.nl/rechargeable/li-ion/samsung-inr18650-29e-2900mah-productiejaar-2017.html,Samsung,INR18650-29E,2.25,2750.0,8.25,15,45,"2,750.00",33.75,0.14,Li-ion,3.6,In stock,227.27,Buy 600 times for,1.95,29.25,196.97
https://eu.nkon.nl/rechargeable/li-ion/inr21700-m58-5800mah-12-5a-reclaimed-rewrap.html,**,INR21700-M58T,4.65,5520.0,12.50,15,72,"5,520.00",69.75,0.28,Li-ion,3.6,In stock,234.0,Buy 100 times for,3.95,59.25,198.77
