Product url,Brand,Model,Price,Capacity - mAh,Max Discharge A,Num Cells4V,Weight,Current Ah,min Cost,Kwh for Min cost,Chemistry,Voltage,availability,Cost KwH,LowPriceQty,LowPrice,LC Min Price,LC KwH
https://eu.nkon.nl/eve-lf280k-prismatic-280ah-lifepo4-3-2v-a-grade-no-terminal.html,EVE,LIFEPO4,122.95,280000.0,Not set,16,5420,200.00,1967.2,14.34,LIFEPO4,3.2,In stock,137.22,Buy 64 times for,115.65,1850.4,129.07
https://eu.nkon.nl/eve-lf230-prismatic-230ah-230a-lifepo4.html,EVE,LF230,99.95,230000.0,230.00,16,4110,230.00,1599.2,11.78,LIFEPO4,3.2, not Available,135.8,Buy 32 times for,95.95,1535.2,130.37
https://eu.nkon.nl/catl-prismatic-173ah-lifepo4-3-2v-b-grade.html,Catl,LF173,76.95,173000.0,173.00,16,3190,173.00,1231.2,8.86,LIFEPO4,3.2,Out of stock,139.0,Buy 16 times for,72.95,1167.2,131.77
https://eu.nkon.nl/calb-l194f130a-b-grade.html,Calb,L194F130A,58.45,130000.0,130.00,16,2340,130.00,935.2,6.66,LIFEPO4,3.2, not Available,140.5,Buy 32 times for,54.95,879.2,132.09
https://eu.nkon.nl/catl-228ah-228a-lifepo-b-grade.html,Catl,LIFEPO4,108.95,228000.0,Not set,16,4220,207.00,1743.2,11.67,LIFEPO4,3.2,In stock,149.33,Buy 32 times for,97.45,1559.2,133.57
https://eu.nkon.nl/sony-murata-us18650v-1600mah-10a.html,Sony,BM18650Z1,0.75,1550.0,10.00,15,44,"1,550.00",11.25,0.08,Li-ion,3.6,Out of stock,134.41,No offers,0.75,11.25,134.41
https://eu.nkon.nl/calb-l173f280a-prismatic-280ah-lifepo4-3-2v-b-grade.html,Calb,L173F280A,128.95,280000.0,280.00,16,5450,280.00,2063.2,14.34,LIFEPO4,3.2,Out of stock,143.92,Buy 32 times for,121.95,1951.2,136.1
https://eu.nkon.nl/calb-l173f125a-prismatic-125ah-lifepo4-3-2v-b-grade.html,Calb,L173F125A,55.95,125000.0,125.00,16,2450,125.00,895.2,6.4,LIFEPO4,3.2, not Available,139.88,Buy 32 times for,54.45,871.2,136.12
https://eu.nkon.nl/gotion-ifp52148102-87ah-lifepo4-3-2v.html,Gotion,IFP52148102,40.95,87000.0,87.00,16,1640,120.00,655.2,4.45,LIFEPO4,3.2,Out of stock,147.09,Buy 32 times for,38.25,612.0,137.39
https://eu.nkon.nl/rechargeable/li-ion/inr21700-m50l-4800mah-7-2a-clear-wrap.html,**,INR21700-M50L,2.39,4750.0,7.20,15,70,"4,750.00",35.85,0.24,Li-ion,3.6,In stock,139.77,No offers,2.39,35.85,139.77
https://eu.nkon.nl/rechargeable/li-ion/lishen-lr21700sa-4000mah-12a.html,Lishen,LR21700SA,2.35,3900.0,12.00,15,68,"3,900.00",35.25,0.2,Li-ion,3.6,In stock,167.38,Buy 390 times for,1.99,29.85,141.74
https://eu.nkon.nl/calb-l300f187-187ah-prismatic-lifepo4-3-2v-b-grade.html,Calb,L300F187,86.95,187000.0,187.00,16,3470,187.00,1391.2,9.57,LIFEPO4,3.2,In stock,145.3,Buy 8 times for,84.95,1359.2,141.96
https://eu.nkon.nl/catl-prismatic-302ah-lifepo4-3-2v-b-grade.html,Catl,LF302,144.95,302000.0,302.00,16,5510,302.00,2319.2,15.46,LIFEPO4,3.2,Out of stock,149.99,Buy 16 times for,138.05,2208.8,142.85
https://eu.nkon.nl/tb-40138-he-20ah-60a-lifepo4-3-2v.html,Topband,TB-40138-HE,9.75,20000.0,60.00,16,422,140.00,156.0,1.02,LIFEPO4,3.2,Out of stock,152.34,Buy 16 times for,9.25,148.0,144.53
